trial_id,baseline_weight,district_weight,place_type_weight,time_weight,context_weight,target_weight,rank_weight,train_P@1,train_R@1,train_NDCG@1,train_P@3,train_R@3,train_NDCG@3,train_P@5,train_R@5,train_NDCG@5,train_P@10,train_R@10,train_NDCG@10,train_optimization_score
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.013605442176870748,0.04081632653061224,0.04081632653061224,0.02448979591836735,0.12244897959183673,0.07329050979136771,0.02857142857142857,0.2857142857142857,0.12344250766644127,0.08715045591454695
2,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.027210884353741496,0.08163265306122448,0.07142857142857142,0.04081632653061224,0.20408163265306123,0.12237575197474805,0.02857142857142857,0.2857142857142857,0.14819805978227404,0.10527068146801359
3,1.0,0.3,0.1,0.05,0.05,0.05,0.05,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.047619047619047616,0.14285714285714285,0.10738488790087583,0.036734693877551024,0.1836734693877551,0.12406916066226224,0.02857142857142857,0.2857142857142857,0.15911854375293832,0.1127663202455012
4,1.0,0.5,0.1,0.1,0.1,0.05,0.0,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.1836734693877551,0.13580915852769976,0.04489795918367347,0.22448979591836735,0.15159906902706882,0.02857142857142857,0.2857142857142857,0.17257619659853357,0.12101391370744592
5,1.0,0.2,0.2,0.05,0.1,0.0,0.0,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.04081632653061224,0.12244897959183673,0.09718080626822277,0.04081632653061224,0.20408163265306123,0.1305493517909956,0.02857142857142857,0.2857142857142857,0.15749772473003262,0.11124665263510324
6,1.0,0.2,0.0,0.1,0.0,0.1,0.0,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.027210884353741496,0.08163265306122448,0.07142857142857142,0.04081632653061224,0.20408163265306123,0.12237575197474805,0.02857142857142857,0.2857142857142857,0.14819805978227404,0.10527068146801359
7,1.0,0.5,0.3,0.2,0.05,0.0,0.05,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.05442176870748299,0.16326530612244897,0.1202610053207015,0.04081632653061224,0.20408163265306123,0.13605091582007053,0.02857142857142857,0.2857142857142857,0.16429757782231122,0.1163476896527749
8,1.0,0.3,0.1,0.2,0.05,0.2,0.05,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.047619047619047616,0.14285714285714285,0.10738488790087583,0.036734693877551024,0.1836734693877551,0.12406916066226224,0.02857142857142857,0.2857142857142857,0.15911854375293832,0.1127663202455012
9,1.0,0.3,0.1,0.0,0.2,0.1,0.05,0.08163265306122448,0.08163265306122448,0.08163265306122448,0.05442176870748299,0.16326530612244897,0.13046508695335457,0.04081632653061224,0.20408163265306123,0.14714935971474097,0.02857142857142857,0.2857142857142857,0.1749292083746411,0.12517080116241688
10,1.0,0.3,0.0,0.2,0.0,0.0,0.1,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.04081632653061224,0.12244897959183673,0.09718080626822277,0.04081632653061224,0.20408163265306123,0.1305493517909956,0.02857142857142857,0.2857142857142857,0.15720313531938468,0.11114354634137646
11,1.0,0.2,0.2,0.2,0.2,0.1,0.05,0.08163265306122448,0.08163265306122448,0.08163265306122448,0.04081632653061224,0.12244897959183673,0.10471285211370322,0.04081632653061224,0.20408163265306123,0.13808139763647606,0.02857142857142857,0.2857142857142857,0.16502977057551307,0.11898490949734793
12,1.0,0.5,0.3,0.1,0.2,0.05,0.05,0.08163265306122448,0.08163265306122448,0.08163265306122448,0.061224489795918366,0.1836734693877551,0.14334120437318024,0.04489795918367347,0.22448979591836735,0.15913111487254927,0.02857142857142857,0.2857142857142857,0.18010824244401402,0.12875217056969063
13,1.0,0.2,0.2,0.0,0.1,0.2,0.1,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.03401360544217687,0.10204081632653061,0.07677264300291664,0.04081632653061224,0.20408163265306123,0.118036143775374,0.02857142857142857,0.2857142857142857,0.144984516714411,0.10040444479562206
14,1.0,0.5,0.2,0.05,0.1,0.2,0.1,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.05442176870748299,0.16326530612244897,0.1229330411078741,0.04489795918367347,0.22448979591836735,0.14661790685692766,0.02857142857142857,0.2857142857142857,0.1675950344283924,0.11790996273020944
15,1.0,0.5,0.3,0.2,0.0,0.2,0.0,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.047619047619047616,0.14285714285714285,0.11005692368804844,0.04489795918367347,0.22448979591836735,0.1425311069488039,0.02857142857142857,0.2857142857142857,0.1623821693887576,0.1147249157486502
16,1.0,0.7,0.3,0.0,0.0,0.1,0.0,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.047619047619047616,0.14285714285714285,0.11005692368804844,0.04489795918367347,0.22448979591836735,0.1425311069488039,0.02857142857142857,0.2857142857142857,0.1623821693887576,0.1147249157486502
17,1.0,0.4,0.3,0.1,0.1,0.0,0.05,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.1836734693877551,0.13046508695335457,0.04081632653061224,0.20408163265306123,0.13836004220303907,0.02857142857142857,0.2857142857142857,0.16660670420527982,0.11851642810450098
18,1.0,0.2,0.1,0.2,0.05,0.1,0.1,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.03401360544217687,0.10204081632653061,0.07410060721574403,0.036734693877551024,0.1836734693877551,0.10746915273851687,0.02857142857142857,0.2857142857142857,0.14122024676598927,0.09867878704836834
19,1.0,0.5,0.0,0.1,0.05,0.1,0.0,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.1836734693877551,0.13313712274052716,0.04489795918367347,0.22448979591836735,0.1489270332398962,0.02857142857142857,0.2857142857142857,0.16990416081136095,0.12007870118193552
20,1.0,0.4,0.1,0.0,0.0,0.0,0.0,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.047619047619047616,0.14285714285714285,0.10738488790087583,0.04081632653061224,0.20408163265306123,0.13196411591194676,0.02857142857142857,0.2857142857142857,0.15908471278267647,0.11316264267121566
21,1.0,0.2,0.0,0.1,0.1,0.2,0.05,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.04081632653061224,0.12244897959183673,0.09450877048105016,0.04081632653061224,0.20408163265306123,0.127877316003823,0.02857142857142857,0.2857142857142857,0.15482568894286,0.11031144010959282
22,1.0,0.2,0.0,0.1,0.1,0.0,0.1,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.03401360544217687,0.10204081632653061,0.07677264300291664,0.04081632653061224,0.20408163265306123,0.118036143775374,0.02857142857142857,0.2857142857142857,0.144984516714411,0.10040444479562206
23,1.0,0.2,0.1,0.2,0.2,0.2,0.1,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.04081632653061224,0.12244897959183673,0.09718080626822277,0.04081632653061224,0.20408163265306123,0.1305493517909956,0.02857142857142857,0.2857142857142857,0.15749772473003262,0.11124665263510324
24,1.0,0.3,0.0,0.1,0.1,0.1,0.05,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.05442176870748299,0.16326530612244897,0.1202610053207015,0.04081632653061224,0.20408163265306123,0.13694527808208792,0.02857142857142857,0.2857142857142857,0.16472512674198803,0.11649733177466177
25,1.0,0.3,0.0,0.2,0.2,0.05,0.05,0.08163265306122448,0.08163265306122448,0.08163265306122448,0.05442176870748299,0.16326530612244897,0.13046508695335457,0.04081632653061224,0.20408163265306123,0.14714935971474097,0.02857142857142857,0.2857142857142857,0.1749292083746411,0.12517080116241688
26,1.0,0.4,0.2,0.2,0.0,0.05,0.1,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.047619047619047616,0.14285714285714285,0.10738488790087583,0.04081632653061224,0.20408163265306123,0.13196411591194676,0.02857142857142857,0.2857142857142857,0.15908471278267647,0.11316264267121566
27,1.0,0.5,0.0,0.2,0.05,0.05,0.1,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.05442176870748299,0.16326530612244897,0.1202610053207015,0.04081632653061224,0.20408163265306123,0.13605091582007053,0.02857142857142857,0.2857142857142857,0.16383076447997066,0.1161843049829557
28,1.0,0.2,0.0,0.1,0.05,0.0,0.0,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.04081632653061224,0.12244897959183673,0.09450877048105016,0.04081632653061224,0.20408163265306123,0.127877316003823,0.02857142857142857,0.2857142857142857,0.15482568894286,0.11031144010959282
29,1.0,0.4,0.3,0.2,0.2,0.1,0.0,0.08163265306122448,0.08163265306122448,0.08163265306122448,0.061224489795918366,0.1836734693877551,0.14066916858600761,0.04081632653061224,0.20408163265306123,0.14856412383569215,0.02857142857142857,0.2857142857142857,0.17681078583793286,0.1271898974922561
30,1.0,0.3,0.0,0.0,0.2,0.2,0.05,0.08163265306122448,0.08163265306122448,0.08163265306122448,0.05442176870748299,0.16326530612244897,0.13046508695335457,0.04081632653061224,0.20408163265306123,0.14714935971474097,0.02857142857142857,0.2857142857142857,0.1749292083746411,0.12517080116241688
31,1.0,0.5,0.3,0.05,0.0,0.05,0.05,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.047619047619047616,0.14285714285714285,0.11005692368804844,0.04489795918367347,0.22448979591836735,0.1425311069488039,0.02857142857142857,0.2857142857142857,0.1623821693887576,0.1147249157486502
32,1.0,0.5,0.1,0.2,0.05,0.2,0.0,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.1836734693877551,0.13313712274052716,0.04489795918367347,0.22448979591836735,0.1489270332398962,0.02857142857142857,0.2857142857142857,0.16990416081136095,0.12007870118193552
33,1.0,0.5,0.2,0.2,0.2,0.05,0.05,0.08163265306122448,0.08163265306122448,0.08163265306122448,0.061224489795918366,0.1836734693877551,0.14334120437318024,0.04489795918367347,0.22448979591836735,0.15913111487254927,0.02857142857142857,0.2857142857142857,0.18010824244401402,0.12875217056969063
34,1.0,0.4,0.3,0.1,0.1,0.0,0.0,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.1836734693877551,0.13313712274052716,0.04081632653061224,0.20408163265306123,0.1410320779902117,0.02857142857142857,0.2857142857142857,0.1692787399924524,0.11945164063001139
35,1.0,0.4,0.0,0.2,0.2,0.0,0.1,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.1836734693877551,0.13313712274052716,0.04081632653061224,0.20408163265306123,0.1410320779902117,0.02857142857142857,0.2857142857142857,0.1692787399924524,0.11945164063001139
36,1.0,0.3,0.0,0.1,0.2,0.0,0.1,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.05442176870748299,0.16326530612244897,0.1229330411078741,0.04081632653061224,0.20408163265306123,0.13961731386926052,0.02857142857142857,0.2857142857142857,0.16739716252916065,0.11743254430017219
37,1.0,0.4,0.1,0.1,0.05,0.05,0.0,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.1836734693877551,0.13046508695335457,0.04081632653061224,0.20408163265306123,0.13836004220303907,0.02857142857142857,0.2857142857142857,0.16660670420527982,0.11851642810450098
38,1.0,0.5,0.0,0.1,0.05,0.0,0.05,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.05442176870748299,0.16326530612244897,0.1202610053207015,0.04081632653061224,0.20408163265306123,0.13605091582007053,0.02857142857142857,0.2857142857142857,0.16429757782231122,0.1163476896527749
39,1.0,0.3,0.1,0.2,0.1,0.2,0.1,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.047619047619047616,0.14285714285714285,0.11005692368804844,0.04081632653061224,0.20408163265306123,0.13463615169911938,0.02857142857142857,0.2857142857142857,0.1624160003590195,0.11432859332293573
40,1.0,0.7,0.1,0.05,0.0,0.05,0.0,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.047619047619047616,0.14285714285714285,0.11005692368804844,0.04489795918367347,0.22448979591836735,0.1425311069488039,0.02857142857142857,0.2857142857142857,0.1623821693887576,0.1147249157486502
41,1.0,0.7,0.2,0.1,0.0,0.1,0.1,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.047619047619047616,0.14285714285714285,0.11005692368804844,0.04489795918367347,0.22448979591836735,0.1425311069488039,0.02857142857142857,0.2857142857142857,0.1623821693887576,0.1147249157486502
42,1.0,0.2,0.0,0.0,0.1,0.0,0.1,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.03401360544217687,0.10204081632653061,0.07677264300291664,0.04081632653061224,0.20408163265306123,0.118036143775374,0.02857142857142857,0.2857142857142857,0.144984516714411,0.10040444479562206
43,1.0,0.7,0.0,0.0,0.2,0.0,0.0,0.08163265306122448,0.08163265306122448,0.08163265306122448,0.061224489795918366,0.1836734693877551,0.14334120437318024,0.04489795918367347,0.22448979591836735,0.15913111487254927,0.02857142857142857,0.2857142857142857,0.18010824244401402,0.12875217056969063
44,1.0,0.7,0.1,0.0,0.2,0.0,0.0,0.08163265306122448,0.08163265306122448,0.08163265306122448,0.061224489795918366,0.1836734693877551,0.14334120437318024,0.04489795918367347,0.22448979591836735,0.15913111487254927,0.02857142857142857,0.2857142857142857,0.18010824244401402,0.12875217056969063
45,1.0,0.2,0.3,0.05,0.1,0.05,0.1,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.03401360544217687,0.10204081632653061,0.07677264300291664,0.04081632653061224,0.20408163265306123,0.118036143775374,0.02857142857142857,0.2857142857142857,0.144984516714411,0.10040444479562206
46,1.0,0.5,0.2,0.2,0.1,0.05,0.0,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.1836734693877551,0.13580915852769976,0.04489795918367347,0.22448979591836735,0.15159906902706882,0.02857142857142857,0.2857142857142857,0.17257619659853357,0.12101391370744592
47,1.0,0.4,0.1,0.0,0.0,0.05,0.0,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.047619047619047616,0.14285714285714285,0.10738488790087583,0.04081632653061224,0.20408163265306123,0.13196411591194676,0.02857142857142857,0.2857142857142857,0.15908471278267647,0.11316264267121566
48,1.0,0.3,0.3,0.05,0.0,0.0,0.05,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.04081632653061224,0.12244897959183673,0.09718080626822277,0.04081632653061224,0.20408163265306123,0.1305493517909956,0.02857142857142857,0.2857142857142857,0.15720313531938468,0.11114354634137646
49,1.0,0.3,0.1,0.2,0.1,0.2,0.05,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.05442176870748299,0.16326530612244897,0.1202610053207015,0.04081632653061224,0.20408163265306123,0.13694527808208792,0.02857142857142857,0.2857142857142857,0.16472512674198803,0.11649733177466177
50,1.0,0.2,0.3,0.05,0.05,0.0,0.0,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.04081632653061224,0.12244897959183673,0.09450877048105016,0.04081632653061224,0.20408163265306123,0.127877316003823,0.02857142857142857,0.2857142857142857,0.15482568894286,0.11031144010959282
